Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Point_Letter,Road_Name,Borough,Borough_ID,Suggested_Locality,Locality_ID
BP3250,Cromwell Avenue,528929,187252,HU,Hornsey Lane,Haringey,31,Highgate Village,302
BP4306,Highgate School,528326,187536,B,North Road,Haringey,31,Highgate Village,302
BP4325,Pond Square,528286,187399,J,Highgate West Hill,Camden,2,Highgate Village,302
BP5121,Highgate Group Practice,528095,188149,A,North Hill,Haringey,31,Highgate Village,302
BP653,Highgate School / Hampstead Lane,528323,187512,Z1,North Road,Haringey,31,Highgate Village,302
BP685,St Michael'S Church,528216,187202,V,Highgate West Hill,Camden,2,Highgate Village,302
3122,Hayes End,508976,181804,XC,Uxbridge Road,Hillingdon,26,Hillingdon,51
3123,Hayes End,508889,181811,XF,Uxbridge Road,Hillingdon,26,Hillingdon,51
3124,Hayes Police Station,508731,181880,XB,Uxbridge Road,Hillingdon,26,Hillingdon,51
3125,Morgans Lane,508583,181890,XH,Uxbridge Road,Hillingdon,26,Hillingdon,51
3126,Hewens Road,508380,182041,XA,Uxbridge Road,Hillingdon,26,Hillingdon,51
3127,West Drayton Road,508336,182039,XJ,Uxbridge Road,Hillingdon,26,Hillingdon,51
3130,Heath Road,508104,182189,UG,Uxbridge Road,Hillingdon,26,Hillingdon,51
3131,New Road,508113,182156,UH,Uxbridge Road,Hillingdon,26,Hillingdon,51
3133,Lees Road,507841,182367,UF,Uxbridge Road,Hillingdon,26,Hillingdon,51
3134,Lees Road,507772,182387,UJ,Uxbridge Road,Hillingdon,26,Hillingdon,51
3135,Hillingdon Primary School,507566,182589,UE,Uxbridge Road,Hillingdon,26,Hillingdon,51
3136,Hillingdon Primary School,507568,182552,UK,Uxbridge Road,Hillingdon,26,Hillingdon,51
3138,Long Lane,507304,182727,UL,Uxbridge Road,Hillingdon,26,Hillingdon,51
6846,Long Lane,507326,182739,UD,Uxbridge Road,Hillingdon,26,Hillingdon,51
6848,Harlington Road,507067,182929,UC,Uxbridge Road,Hillingdon,26,Hillingdon,51
14113,Colham Road,507015,181859,T,Colham Green Road,Hillingdon,26,Hillingdon,51
14856,Crescent Parade,507439,182773,UV,Long Lane,Hillingdon,26,Hillingdon,51
14857,Oak Farm Library,507562,183644,,Long Lane,Hillingdon,26,Hillingdon,51
14859,Crescent Parade,507422,182809,US,Long Lane,Hillingdon,26,Hillingdon,51
14860,Clifton Gardens,507438,183333,UT,Long Lane,Hillingdon,26,Hillingdon,51
16300,Hillingdon Circus,507626,184754,E,Long Lane,Hillingdon,26,Hillingdon,51
16301,Hillingdon Circus,507645,184690,F,Long Lane,Hillingdon,26,Hillingdon,51
16306,Oak Farm Library,507571,183744,,Long Lane,Hillingdon,26,Hillingdon,51
16307,Clifton Gardens,507460,183333,UU,Long Lane,Hillingdon,26,Hillingdon,51
16379,Hillingdon Hospital,506760,182031,HA,Pield Heath Road,Hillingdon,26,Hillingdon,51
16380,Hillingdon Hospital,506789,182031,HB,Pield Heath Road,Hillingdon,26,Hillingdon,51
16381,Colham Road,506968,181926,A,Pield Heath Road,Hillingdon,26,Hillingdon,51
16382,Violet Avenue,507174,181589,H,Colham Green Road,Hillingdon,26,Hillingdon,51
16383,Violet Avenue,507163,181588,S,Colham Green Road,Hillingdon,26,Hillingdon,51
16443,Auriol Drive,507492,184831,C,Hercies Road,Hillingdon,26,Hillingdon,51
16444,Auriol Drive,507546,184843,D,Hercies Road,Hillingdon,26,Hillingdon,51
16445,Sweetcroft Lane,506983,184514,,Hercies Road,Hillingdon,26,Hillingdon,51
16446,Sweetcroft Lane,506932,184460,,Hercies Road,Hillingdon,26,Hillingdon,51
17225,The Brook House,509797,182683,G,Kingshill Avenue,Hillingdon,26,Hillingdon,51
17226,The Brook House,509782,182568,K,Lansbury Drive,Hillingdon,26,Hillingdon,51
27329,Moorcroft Lane,507208,181420,R,Colham Green Road,Hillingdon,26,Hillingdon,51
27331,Merrimans Corner / Harlington Road,507857,181527,,Harlington Road,Hillingdon,26,Hillingdon,51
27332,Goulds Green,508046,181166,,Harlington Road,Hillingdon,26,Hillingdon,51
27333,Corwell Gardens,508131,181119,,Harlington Road,Hillingdon,26,Hillingdon,51
27334,Wood End Park School,508317,181048,,Judge Heath Lane,Hillingdon,26,Hillingdon,51
27336,Princes Park Lane,508677,181020,A,Judge Heath Lane,Hillingdon,26,Hillingdon,51
27337,Princes Park Lane,508712,181029,SA,Judge Heath Lane,Hillingdon,26,Hillingdon,51
27577,St John'S Church,506884,182955,UB,Uxbridge Road,Hillingdon,26,Hillingdon,51
27803,Grosvenor Crescent,507875,183984,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27804,Grosvenor Crescent,507844,183942,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27805,Ryefield Avenue,508091,184232,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27806,Ryefield Avenue,508057,184161,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27807,Richmond Avenue,508192,184474,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27808,Richmond Avenue,508193,184430,,Windsor Avenue,Hillingdon,26,Hillingdon,51
27809,Granville Road,507911,184611,,Granville Road,Hillingdon,26,Hillingdon,51
27810,Granville Road,507964,184601,,Granville Road,Hillingdon,26,Hillingdon,51
29430,The Brook House,509708,182641,U,Kingshill Avenue,Hillingdon,26,Hillingdon,51
29432,Adelphi Crescent,509482,182680,V,Adelphi Crescent,Hillingdon,26,Hillingdon,51
29433,Adelphi Crescent,509340,182784,E,Adelphi Crescent,Hillingdon,26,Hillingdon,51
29434,Weymouth Road,509460,183016,D,Goshawk Gardens,Hillingdon,26,Hillingdon,51
33638,Charville Library,509198,182960,X,Bury Avenue,Hillingdon,26,Hillingdon,51
33643,Charville Library,509249,183023,C,Goshawk Gardens,Hillingdon,26,Hillingdon,51
BP1069,Weymouth Road,509279,182817,W,Goshawk Gardens,Hillingdon,26,Hillingdon,51
BP1330,Barwick Drive,507719,181690,CE,Harlington Road,Hillingdon,26,Hillingdon,51
BP1331,Lees Road,507586,181950,CC,Harlington Road,Hillingdon,26,Hillingdon,51
BP1376,Southfield Close,507305,182382,CR,Harlington Road,Hillingdon,26,Hillingdon,51
BP1377,Lees Road,507574,181928,CF,Harlington Road,Hillingdon,26,Hillingdon,51
BP1378,Southfield Close,507259,182468,CM,Harlington Road,Hillingdon,26,Hillingdon,51
BP1380,Hilliers Avenue,507181,182712,CP,Harlington Road,Hillingdon,26,Hillingdon,51
BP1461,New Road,508380,181950,XK,West Drayton Road,Hillingdon,26,Hillingdon,51
BP1462,New Road,508339,181937,XT,West Drayton Road,Hillingdon,26,Hillingdon,51
BP1463,Green Lane,508249,181724,XL,West Drayton Road,Hillingdon,26,Hillingdon,51
BP1464,Green Lane,508230,181710,XS,West Drayton Road,Hillingdon,26,Hillingdon,51
BP1604,Hanover Circle,508508,181609,XN,Kingsway,Hillingdon,26,Hillingdon,51
BP1605,Hanover Circle,508448,181602,XQ,Kingsway,Hillingdon,26,Hillingdon,51
BP1606,York Avenue,508341,181605,XR,Kingsway,Hillingdon,26,Hillingdon,51
BP1607,York Avenue,508316,181616,XM,Kingsway,Hillingdon,26,Hillingdon,51
BP1934,Violet Avenue,507014,181562,D,Violet Avenue,Hillingdon,26,Hillingdon,51
BP1947,Violet Avenue,507096,181601,E,Violet Avenue,Hillingdon,26,Hillingdon,51
BP434,Hillingdon Station <>,507671,184987,B,Hillingdon Station Forecourt,Hillingdon,26,Hillingdon,51
BP435,Hillingdon Station <>,507677,185006,A,Hillingdon Station Forecourt,Hillingdon,26,Hillingdon,51
BP5119,Lady Craig Court,507748,181679,CD,Harlington Road,Hillingdon,26,Hillingdon,51
BP5187,Burleigh Road,507665,183822,,Windsor Avenue,Hillingdon,26,Hillingdon,51
BP5383,Heath Road,508206,182478,,Hewens Road,Hillingdon,26,Hillingdon,51
BP5384,Mellow Lane School,508378,182101,,Hewens Road,Hillingdon,26,Hillingdon,51
BP5385,Mellow Lane School,508361,182143,,Hewens Road,Hillingdon,26,Hillingdon,51
BP5386,Mellow Lane West,508119,182593,,Mellow Lane West,Hillingdon,26,Hillingdon,51
BP5387,Mellow Lane West,508095,182618,,Mellow Lane West,Hillingdon,26,Hillingdon,51
BP5389,Heath Road,508204,182394,,Hewens Road,Hillingdon,26,Hillingdon,51
C50,Coney Green,507096,182870,UM,Uxbridge Road,Hillingdon,26,Hillingdon,51
CW10,Pield Heath Avenue,507479,181937,CJ,Pield Heath Road,Hillingdon,26,Hillingdon,51
CW11,Grosvenor Crescent,507608,184098,,Long Lane,Hillingdon,26,Hillingdon,51
CW12,Grosvenor Crescent,507591,184054,,Long Lane,Hillingdon,26,Hillingdon,51
CW17,Aldenham Drive,507563,182082,CK,Lees Road,Hillingdon,26,Hillingdon,51
CW18,Aldenham Drive,507554,182046,CB,Lees Road,Hillingdon,26,Hillingdon,51
CW5,Widmore Road,507721,182340,CA,Lees Road,Hillingdon,26,Hillingdon,51
CW6,Widmore Road,507696,182311,CL,Lees Road,Hillingdon,26,Hillingdon,51
CW7,Micawber Avenue,507184,181877,C,Pield Heath Road,Hillingdon,26,Hillingdon,51
CW8,Pield Heath Avenue,507473,181917,CH,Pield Heath Road,Hillingdon,26,Hillingdon,51
CW9,Micawber Avenue,507263,181878,B,Pield Heath Road,Hillingdon,26,Hillingdon,51
R0150,Wood End Park School,508349,181058,,Judge Heath Lane,Hillingdon,26,Hillingdon,51
R0490,Adelphi Way,509550,182638,F,Adelphi Way,Hillingdon,26,Hillingdon,51
14432,Brownhill Road / Wellmeadow Road,539309,173699,L,St Mildreds Road,Lewisham,7,Hither Green,128
16748,Torridon Road / Hither Green Lane,539066,173889,E,Torridon Road,Lewisham,7,Hither Green,128
16749,Torridon Road / Hither Green Lane,539066,173900,Q,Torridon Road,Lewisham,7,Hither Green,128
17483,Parkcroft Road,539646,173767,J,St Mildreds Road,Lewisham,7,Hither Green,128
17484,Parkcroft Road,539663,173755,K,St Mildreds Road,Lewisham,7,Hither Green,128
17485,Baring Road,539996,173812,V,St Mildreds Road,Lewisham,7,Hither Green,128
17486,Baring Road,540000,173797,T,St Mildreds Road,Lewisham,7,Hither Green,128
17487,Woodyates Road,540592,174033,L,Westhorne Avenue,Lewisham,7,Hither Green,128
17488,Woodyates Road,540574,174053,K,Westhorne Avenue,Lewisham,7,Hither Green,128
17489,Alwold Crescent,540823,174146,WN,Westhorne Avenue,Greenwich,6,Hither Green,128
17490,Horn Park Lane,540872,174200,EL,Westhorne Avenue,Greenwich,6,Hither Green,128
19712,Harland Road,540131,173535,S,Baring Road,Lewisham,7,Hither Green,128
19713,Harland Road,540143,173487,R,Baring Road,Lewisham,7,Hither Green,128
19714,St Mildreds Road,540071,173714,Q,Baring Road,Lewisham,7,Hither Green,128
19715,St Mildreds Road,540076,173729,P,Baring Road,Lewisham,7,Hither Green,128
20775,Duncrievie Road,538958,174061,R,Hither Green Lane,Lewisham,7,Hither Green,128
27310,Springbank Road / Hither Green Station#,539101,174198,A,Springbank Road,Lewisham,7,Hither Green,128
37113,Theodore Road,538603,174399,T,Hither Green Lane,Lewisham,7,Hither Green,128
37118,Theodore Road,538634,174366,B,Hither Green Lane,Lewisham,7,Hither Green,128
37119,George Lane,538733,174229,S,Hither Green Lane,Lewisham,7,Hither Green,128
37142,George Lane,538817,174203,C,Hither Green Lane,Lewisham,7,Hither Green,128
BP3072,Duncrievie Road,538950,174086,D,Hither Green Lane,Lewisham,7,Hither Green,128
BP5120,Wellmeadow Road,539172,173988,AA,Torridon Road,Lewisham,7,Hither Green,128
BP5288,Horncastle Road,540708,174023,M,Alnwick Road,Greenwich,6,Hither Green,128
BP5289,Horn Park Primary School,540828,173749,,Alnwick Road,Greenwich,6,Hither Green,128
199,Gray'S Inn Road / Theobalds Road,531023,181922,CT,Gray'S Inn Road,Camden,2,Holborn,445
1393,Gray'S Inn Road,531084,181744,B,Gray'S Inn Road,Camden,2,Holborn,445
1473,Brownlow Street,530893,181592,R,High Holborn,Camden,2,Holborn,445
8383,Clerkenwell Road,531404,182116,H,Farringdon Road,Islington,3,Holborn,445
8415,Clerkenwell Road,531445,182013,C,Farringdon Road,Camden,2,Holborn,445
8418,Theobald'S Road / Clerkenwell Road,531008,181925,CQ,Gray'S Inn Road,Camden,2,Holborn,445
8419,Brownlow Street,530886,181606,S,High Holborn,Camden,2,Holborn,445
9930,Farringdon Station <>#,531499,181878,A,Farringdon Road,Camden,2,Holborn,445
9931,Farringdon Station <> #,531524,181828,B,Farringdon Road,Islington,3,Holborn,445
13457,Rosebery Avenue,531103,182023,CU,Clerkenwell Road,Camden,2,Holborn,445
13458,Rosebery Avenue,531116,182012,CW,Clerkenwell Road,Camden,2,Holborn,445
13459,Hatton Garden,531321,182052,E,Clerkenwell Road,Camden,2,Holborn,445
13460,Hatton Garden,531298,182034,D,Clerkenwell Road,Camden,2,Holborn,445
13463,St John Street,531650,182114,J,Clerkenwell Road,Islington,3,Holborn,445
13464,Clerkenwell Green,531526,182072,K,Clerkenwell Road,Islington,3,Holborn,445
25100,Gray'S Inn Road,531096,181714,A,Gray'S Inn Road,Camden,2,Holborn,445
25129,Theobald'S Road / Clerkenwell Road,531018,181902,CS,Gray'S Inn Road,Camden,2,Holborn,445
15607,Ashley Lane,523508,189837,,Parson Street,Barnet,30,Holders Hill,136
15608,Great North Way,523645,190030,,Holders Hill Road,Barnet,30,Holders Hill,136
15609,Great North Way,523653,190071,,Holders Hill Road,Barnet,30,Holders Hill,136
15610,Holders Hill Crescent,523840,190226,,Holders Hill Road,Barnet,30,Holders Hill,136
15611,Holders Hill Crescent,523875,190237,,Holders Hill Road,Barnet,30,Holders Hill,136
21,H M Prison Holloway,530159,185489,K,Parkhurst Road,Islington,3,Holloway,333
312,Holloway / Nags Head,530402,185940,C,Parkhurst Road,Islington,3,Holloway,333
314,Holloway / Nags Head,530578,185863,L,Holloway Road,Islington,3,Holloway,333
315,Seven Sisters Road / Nags Head,530543,186087,H,Seven Sisters Road,Islington,3,Holloway,333
526,Archway Station <> / Junction Road,529369,186765,U,Junction Road,Islington,3,Holloway,333
529,Archway Road / St John'S Way,529500,186972,M,St John'S Way,Islington,3,Holloway,333
530,Archway Road,529491,186943,N,St John'S Way,Islington,3,Holloway,333
796,Camden Road,530708,185730,T,Holloway Road,Islington,3,Holloway,333
797,Tollington Road,530713,185752,S,Holloway Road,Islington,3,Holloway,333
970,Caledonian Road / Camden Road,530582,185725,V,Caledonian Road,Islington,3,Holloway,333
1286,Hilldrop Road,529992,185225,A,Camden Road,Islington,3,Holloway,333
1287,Hilldrop Road,529987,185240,H,Camden Road,Islington,3,Holloway,333
1289,Chambers Road,530255,185679,L,Parkhurst Road,Islington,3,Holloway,333
1291,Hornsey Road,530701,186229,NP,Seven Sisters Road,Islington,3,Holloway,333
1546,Hornsey Rise,530054,187522,K,Hornsey Rise,Islington,3,Holloway,333
1547,Hornsey Rise,530116,187384,B,Hornsey Rise,Islington,3,Holloway,333
1549,Hanley Road,530239,187066,C,Hornsey Road,Islington,3,Holloway,333
9845,Freegrove Road,530586,185429,C,Caledonian Road,Islington,3,Holloway,333
9849,Manor Gardens,530263,186216,P,Holloway Road,Islington,3,Holloway,333
9850,Tufnell Park Road,530343,186103,F,Holloway Road,Islington,3,Holloway,333
9852,Manor Gardens,530177,186281,V,Holloway Road,Islington,3,Holloway,333
9853,Alexander Road,530095,186418,R,Holloway Road,Islington,3,Holloway,333
9857,Upper Holloway Station #,529656,186708,S,Holloway Road,Islington,3,Holloway,333
11328,Wedmore Street,529978,186491,U,Holloway Road,Islington,3,Holloway,333
11404,William Ellis School,528421,186057,GF,Highgate Road,Camden,2,Holloway,333
11405,William Ellis School,528387,186131,GM,Highgate Road,Camden,2,Holloway,333
11416,Monnery Road,529199,186172,TU,Junction Road,Islington,3,Holloway,333
11417,Monnery Road,529212,186185,TM,Junction Road,Islington,3,Holloway,333
11419,Pemberton Gardens,529280,186441,S,Junction Road,Islington,3,Holloway,333
11420,Pemberton Gardens,529265,186436,T,Junction Road,Islington,3,Holloway,333
12619,Archway Station <> / Junction Road,529364,186757,V,Junction Road,Islington,3,Holloway,333
14879,Tollington Park,530552,186570,L,Hornsey Road,Islington,3,Holloway,333
16075,Mulkern Road,529809,187357,D,St John'S Way,Islington,3,Holloway,333
16076,Sunnyside Road,529839,187400,H,St John'S Way,Islington,3,Holloway,333
16077,Hazellville Road,530001,187295,C,Hazellville Road,Islington,3,Holloway,333
16078,Hornsey Road,530097,187320,J,Hazellville Road,Islington,3,Holloway,333
17471,Cressida Road,529661,187205,Z,St John'S Way,Islington,3,Holloway,333
17472,Cressida Road,529617,187172,Y,St John'S Way,Islington,3,Holloway,333
18079,Fairbridge Road,530177,187152,N,Hornsey Road,Islington,3,Holloway,333
18080,Bavaria Road,530362,186849,M,Hornsey Road,Islington,3,Holloway,333
18081,Tollington Park,530452,186732,G,Hornsey Road,Islington,3,Holloway,333
18082,Seven Sisters Road,530734,186323,NS,Hornsey Road,Islington,3,Holloway,333
18215,Almington Street,530438,187184,D,Hanley Road,Islington,3,Holloway,333
18216,Almington Street,530510,187231,E,Hanley Road,Islington,3,Holloway,333
26431,Holloway / Nags Head,530541,185938,M,Holloway Road,Islington,3,Holloway,333
26434,Archway Station <> / Macdonald Road,529280,186853,,Macdonald Road,Islington,3,Holloway,333
27458,Hornsey Road,530308,187058,F,Hanley Road,Islington,3,Holloway,333
33320,Berriman Road,531086,186222,NM,Isledon Road,Islington,3,Holloway,333
33321,Sobell Centre,530990,186035,NN,Tollington Road,Islington,3,Holloway,333
33322,Holloway Road,530692,185848,R,Tollington Road,Islington,3,Holloway,333
33325,Caledonian Road,530515,185729,X,Camden Road,Islington,3,Holloway,333
33326,Hillmarton Road / H M Prison Holloway,530260,185534,M,Camden Road,Islington,3,Holloway,333
33327,Camden Road / H M Prison Holloway,530224,185453,G,Hillmarton Road,Islington,3,Holloway,333
33328,Freegrove Road,530399,185293,F,Hillmarton Road,Islington,3,Holloway,333
33330,Parkhurst Road / Holloway Nags Head,530383,185917,B,Parkhurst Road,Islington,3,Holloway,333
33331,Sobell Centre,530908,186053,NQ,Hornsey Road,Islington,3,Holloway,333
33981,Archway Station<> / Highgate Hill,529337,186864,E,Highgate Hill,Islington,3,Holloway,333
33982,Archway Road / Tollhouse Way,529319,187010,G,Archway Road,Islington,3,Holloway,333
33985,Archway Station <>,529380,186754,W,Junction Road,Islington,3,Holloway,333
34282,Hornsey Rise,530030,187465,E,Beaumont Rise,Islington,3,Holloway,333
34333,Tufnell Park Road / Odeon Cinema,530301,186041,D,Tufnell Park Road,Islington,3,Holloway,333
34334,Holloway Road,530342,186057,E,Tufnell Park Road,Islington,3,Holloway,333
34335,Carleton Road,529952,185989,,Tufnell Park Road,Islington,3,Holloway,333
34336,Carleton Road,530019,186009,,Tufnell Park Road,Islington,3,Holloway,333
34337,Dalmeny Road,529788,185971,,Tufnell Park Road,Islington,3,Holloway,333
34338,Dalmeny Road,529650,185939,TY,Tufnell Park Road,Islington,3,Holloway,333
34339,Campdale Road,529527,185927,TX,Tufnell Park Road,Islington,3,Holloway,333
34429,Archway Station <>,529269,186930,C,Highgate Hill,Islington,3,Holloway,333
34509,Swains Lane,528352,186405,GJ,Swain'S Lane,Camden,2,Holloway,333
34510,Brookfield Park,528530,186476,HD,Swain'S Lane,Camden,2,Holloway,333
34511,Brookfield Park,528529,186496,HB,Swain'S Lane,Camden,2,Holloway,333
34512,Chester Road / Highgate Library,528700,186644,HC,Chester Road,Camden,2,Holloway,333
34515,Dartmouth Park Hill,528912,186736,HN,Raydon Street,Camden,2,Holloway,333
34516,Magdala Avenue / Dartmouth Park Hill,529004,186828,HQ,Magdala Avenue,Islington,3,Holloway,333
34517,Magdala Avenue / Dartmouth Park Hill,528972,186808,HJ,Magdala Avenue,Islington,3,Holloway,333
34518,Whittington Hospital,529173,186896,J,Magdala Avenue,Islington,3,Holloway,333
34519,Whittington Hospital,529185,186927,F,Magdala Avenue,Islington,3,Holloway,333
34960,Chester Road,528963,186594,HL,Dartmouth Park Hill,Camden,2,Holloway,333
34964,Dartmouth Park Road,528961,186297,TA,Dartmouth Park Hill,Islington,3,Holloway,333
34965,Chester Road,528987,186534,HK,Dartmouth Park Hill,Islington,3,Holloway,333
35361,Hornsey Rise,530041,187473,M,Beaumont Rise,Islington,3,Holloway,333
35968,Chester Road / Highgate Library,528800,186616,HM,Chester Road,Camden,2,Holloway,333
36800,Holloway Road / Camden Road,530758,185901,N,Tollington Road,Islington,3,Holloway,333
36803,Archway Station <> / Highgate Hill,529361,186846,D,Highgate Hill,Islington,3,Holloway,333
BP1810,Archway Station,529355,186719,AP,Junction Road,Islington,3,Holloway,333
BP185,Dartmouth Park Road,528953,186326,TK,Dartmouth Park Hill,Camden,2,Holloway,333
BP2307,Elthorne Road,529582,186722,P,Holloway Road,Islington,3,Holloway,333
BP2478,Archway Station <> / Holloway Road,529451,186826,R,Sandridge Street,Islington,3,Holloway,333
